"scientificName_original","site","endemic","scientificName_cleaned","genus","species","scientificName_parsed","class","order","valid_AphiaID"
"Cuculus saturatus","Tubbataha Reef Natural Park",,"Cuculus saturatus","Cuculus","saturatus","Cuculus saturatus",,,
"Ninox japonica","Tubbataha Reef Natural Park",,"Ninox japonica","Ninox","japonica","Ninox japonica","Polychaeta","Eunicida",329949
"Caprimulgus jotaka","Tubbataha Reef Natural Park",,"Caprimulgus jotaka","Caprimulgus","jotaka","Caprimulgus jotaka","Aves","Caprimulgiformes",1034765
"Aerodramus amelis","Tubbataha Reef Natural Park",,"Aerodramus amelis","Aerodramus","amelis","Aerodramus amelis",,,
"Aerodramus germani","Tubbataha Reef Natural Park",,"Aerodramus germani","Aerodramus","germani","Aerodramus germani",,,
"Apus pacificus","Tubbataha Reef Natural Park",,"Apus pacificus","Apus","pacificus","Apus pacificus",,,
"Halcyon coromanda","Tubbataha Reef Natural Park",,"Halcyon coromanda","Halcyon","coromanda","Halcyon coromanda","Aves","Coraciiformes",1443777
"Halcyon smyrnensis","Tubbataha Reef Natural Park",,"Halcyon smyrnensis","Halcyon","smyrnensis","Halcyon smyrnensis","Aves","Coraciiformes",1443780
"Todiramphus chloris","Tubbataha Reef Natural Park",,"Todiramphus chloris","Todiramphus","chloris","Todiramphus chloris","Aves","Coraciiformes",567851
"Alcedo atthis","Tubbataha Reef Natural Park",,"Alcedo atthis","Alcedo","atthis","Alcedo atthis","Aves","Coraciiformes",1037300
"Merops viridis","Tubbataha Reef Natural Park",,"Merops viridis","Merops","viridis","Merops viridis",,,
"Falco severus","Tubbataha Reef Natural Park",,"Falco severus","Falco","severus","Falco severus",,,
"Falco peregrinus","Tubbataha Reef Natural Park",,"Falco peregrinus","Falco","peregrinus","Falco peregrinus","Aves","Falconiformes",159153
"Pitta sordida","Tubbataha Reef Natural Park",,"Pitta sordida","Pitta","sordida","Pitta sordida","Aves","Passeriformes",1034724
"Lanius cristatus","Tubbataha Reef Natural Park",,"Lanius cristatus","Lanius","cristatus","Lanius cristatus",,,
"Corvus macrorhynchos","Tubbataha Reef Natural Park",,"Corvus macrorhynchos","Corvus","macrorhynchos","Corvus macrorhynchos",,,
"Alauda gulgula","Tubbataha Reef Natural Park",,"Alauda gulgula","Alauda","gulgula","Alauda gulgula",,,
"Hirundo rustica","Tubbataha Reef Natural Park",,"Hirundo rustica","Hirundo","rustica","Hirundo rustica","Aves","Passeriformes",212750
"Hirundo tahitica","Tubbataha Reef Natural Park",,"Hirundo tahitica","Hirundo","tahitica","Hirundo tahitica",,,
"Phylloscopus borealis/examinandus/xanthodryas","Tubbataha Reef Natural Park",,"Phylloscopus borealis/examinandus/xanthodryas",,,,,,
"Acrocephalus stentoreus","Tubbataha Reef Natural Park",,"Acrocephalus stentoreus","Acrocephalus","stentoreus","Acrocephalus stentoreus",,,
"Acrocephalus orientalis","Tubbataha Reef Natural Park",,"Acrocephalus orientalis","Acrocephalus","orientalis","Acrocephalus orientalis",,,
"Locustella lanceolata","Tubbataha Reef Natural Park",,"Locustella lanceolata","Locustella","lanceolata","Locustella lanceolata",,,
"Locustella ochotensis","Tubbataha Reef Natural Park",,"Locustella ochotensis","Locustella","ochotensis","Locustella ochotensis",,,
"Locustella fasciolata","Tubbataha Reef Natural Park",,"Locustella fasciolata","Locustella","fasciolata","Locustella fasciolata",,,
"Aplonis panayensis","Tubbataha Reef Natural Park",,"Aplonis panayensis","Aplonis","panayensis","Aplonis panayensis",,,
"Agropsar sturninus","Tubbataha Reef Natural Park",,"Agropsar sturninus","Agropsar","sturninus","Agropsar sturninus",,,
"Agropsar philippensis","Tubbataha Reef Natural Park",,"Agropsar philippensis","Agropsar","philippensis","Agropsar philippensis",,,
"Pastor roseus","Tubbataha Reef Natural Park",,"Pastor roseus","Pastor","roseus","Pastor roseus",,,
"Monticola solitarius","Tubbataha Reef Natural Park",,"Monticola solitarius","Monticola","solitarius","Monticola solitarius",,,
"Muscicapa griseisticta","Tubbataha Reef Natural Park",,"Muscicapa griseisticta","Muscicapa","griseisticta","Muscicapa griseisticta",,,
"Muscicapa dauurica","Tubbataha Reef Natural Park",,"Muscicapa dauurica","Muscicapa","dauurica","Muscicapa dauurica",,,
"Cyanoptila cyanomelana","Tubbataha Reef Natural Park",,"Cyanoptila cyanomelana","Cyanoptila","cyanomelana","Cyanoptila cyanomelana",,,
"Ficedula narcissina","Tubbataha Reef Natural Park",,"Ficedula narcissina","Ficedula","narcissina","Ficedula narcissina",,,
"Passer montanus","Tubbataha Reef Natural Park",,"Passer montanus","Passer","montanus","Passer montanus","Aves","Passeriformes",558571
"Dendronanthus indicus","Tubbataha Reef Natural Park",,"Dendronanthus indicus","Dendronanthus","indicus","Dendronanthus indicus",,,
"Motacilla  tschutchensis","Tubbataha Reef Natural Park",,"Motacilla  tschutchensis","Motacilla","tschutchensis","Motacilla tschutchensis",,,
"Motacilla cinerea","Tubbataha Reef Natural Park",,"Motacilla cinerea","Motacilla","cinerea","Motacilla cinerea","Aves","Passeriformes",558560
"Motacilla alba","Tubbataha Reef Natural Park",,"Motacilla alba","Motacilla","alba","Motacilla alba","Aves","Passeriformes",232066
"Anthus hodgsoni","Tubbataha Reef Natural Park",,"Anthus hodgsoni","Anthus","hodgsoni","Anthus hodgsoni",,,
"Anthus gustavi","Tubbataha Reef Natural Park",,"Anthus gustavi","Anthus","gustavi","Anthus gustavi","Aves","Passeriformes",1534753
"Stenella longirostris (Gray, 1828)","Tubbataha Reef Natural Park",,"Stenella longirostris (Gray, 1828)","Stenella","longirostris","Stenella longirostris","Mammalia","Cetartiodactyla",137109
"Stenella attenuata (Gray, 1846)","Tubbataha Reef Natural Park",,"Stenella attenuata (Gray, 1846)","Stenella","attenuata","Stenella attenuata","Mammalia","Cetartiodactyla",137105
"Tursiops truncatus (Montagu, 1821)","Tubbataha Reef Natural Park",,"Tursiops truncatus (Montagu, 1821)","Tursiops","truncatus","Tursiops truncatus","Mammalia","Cetartiodactyla",137111
"Lagenodelphis hosei (Fraser, 1956 )","Tubbataha Reef Natural Park",,"Lagenodelphis hosei (Fraser, 1956 )","Lagenodelphis","hosei","Lagenodelphis hosei","Mammalia","Cetartiodactyla",137099
"Grampus griseus (G. Cuvier, 1812) )","Tubbataha Reef Natural Park",,"Grampus griseus (G. Cuvier, 1812) )","Grampus","griseus","Grampus griseus","Mammalia","Cetartiodactyla",137098
"Globicephala macrorhynchus ( Gray, 1846) ","Tubbataha Reef Natural Park",,"Globicephala macrorhynchus ( Gray, 1846)","Globicephala","macrorhynchus","Globicephala macrorhynchus","Mammalia","Cetartiodactyla",137096
"Pseudorca crassidens (Owen, 1846)","Tubbataha Reef Natural Park",,"Pseudorca crassidens (Owen, 1846)","Pseudorca","crassidens","Pseudorca crassidens","Mammalia","Cetartiodactyla",137104
"Orcinus orca (Linnaeus, 1758)","Tubbataha Reef Natural Park",,"Orcinus orca (Linnaeus, 1758)","Orcinus","orca","Orcinus orca","Mammalia","Cetartiodactyla",137102
"Mesoplodon densirostris (de Blainville, 1817)","Tubbataha Reef Natural Park",,"Mesoplodon densirostris (de Blainville, 1817)","Mesoplodon","densirostris","Mesoplodon densirostris","Mammalia","Cetartiodactyla",137122
"Kogia sima (Owen, 1866) ","Tubbataha Reef Natural Park",,"Kogia sima (Owen, 1866)","Kogia","sima","Kogia sima","Mammalia","Cetartiodactyla",159025
"Physeter macrocephalus (Linnaeus, 1758)","Tubbataha Reef Natural Park",,"Physeter macrocephalus (Linnaeus, 1758)","Physeter","macrocephalus","Physeter macrocephalus","Mammalia","Cetartiodactyla",137119
"Balaenoptera omurai (Wada, Oishi & Yamada, 2003) ","Tubbataha Reef Natural Park",,"Balaenoptera omurai (Wada, Oishi & Yamada, 2003)","Balaenoptera","omurai","Balaenoptera omurai","Mammalia","Cetartiodactyla",343896
"Indopacetus pacificus (Longman, 1926)","Tubbataha Reef Natural Park",,"Indopacetus pacificus (Longman, 1926)","Indopacetus","pacificus","Indopacetus pacificus","Mammalia","Cetartiodactyla",231418
"Peponocephala electra (Gray, 1846)","Tubbataha Reef Natural Park",,"Peponocephala electra (Gray, 1846)",,,,,,
"Anous minutus worcestri","Tubbataha Reef Natural Park","TRUE","Anous minutus worcestri","Anous","minutus","Anous minutus","Aves","Charadriiformes",344003
"Triaenodon obesus","Tubbataha Reef Natural Park",,"Triaenodon obesus","Triaenodon","obesus","Triaenodon obesus","Elasmobranchii","Carcharhiniformes",214557
"Cheilinus undulatas","Tubbataha Reef Natural Park",,"Cheilinus undulatas","Cheilinus","undulatas","Cheilinus undulatas","Actinopteri","Eupercaria incertae sedis",218945
"Trochus niloticus","Tubbataha Reef Natural Park",,"Trochus niloticus","Trochus","niloticus","Trochus niloticus","Gastropoda","Trochida",1251282
"Tridacna sp.","Tubbataha Reef Natural Park",,"Tridacna sp.",,,,,,
"Triaenodon obesus","Tubbataha Reef Natural Park",,"Triaenodon obesus","Triaenodon","obesus","Triaenodon obesus","Elasmobranchii","Carcharhiniformes",214557
"Sula sula","Tubbataha Reef Natural Park",,"Sula sula","Sula","sula","Sula sula","Aves","Pelecaniformes",212596
"Sula dactylatra","Tubbataha Reef Natural Park",,"Sula dactylatra","Sula","dactylatra","Sula dactylatra","Aves","Pelecaniformes",212599
"Sula leucogaster","Tubbataha Reef Natural Park",,"Sula leucogaster","Sula","leucogaster","Sula leucogaster","Aves","Pelecaniformes",212597
"Anous stolidus","Tubbataha Reef Natural Park",,"Anous stolidus","Anous","stolidus","Anous stolidus","Aves","Charadriiformes",212629
"Trochus niloticus","Tubbataha Reef Natural Park",,"Trochus niloticus","Trochus","niloticus","Trochus niloticus","Gastropoda","Trochida",1251282
"Delphinidae ","Ujung Kulon National Park",,"Delphinidae",,,,,,
"Dugong dugong","Ujung Kulon National Park",,"Dugong dugong","Dugong","dugong","Dugong dugong","Mammalia","Sirenia",220227
"Egretta sacra","Ujung Kulon National Park",,"Egretta sacra","Egretta","sacra","Egretta sacra","Aves","Ciconiiformes",446493
"Ardea sumatrana","Ujung Kulon National Park",,"Ardea sumatrana","Ardea","sumatrana","Ardea sumatrana",,,
"Pandion haliaetus ","Ujung Kulon National Park",,"Pandion haliaetus","Pandion","haliaetus","Pandion haliaetus","Aves","Falconiformes",159377
"Haliastur indus","Ujung Kulon National Park",,"Haliastur indus","Haliastur","indus","Haliastur indus","Aves","Falconiformes",1469791
"Haliaeetus leucogaster","Ujung Kulon National Park",,"Haliaeetus leucogaster","Haliaeetus","leucogaster","Haliaeetus leucogaster","Aves","Falconiformes",446494
"Halcyon coromanda","Ujung Kulon National Park",,"Halcyon coromanda","Halcyon","coromanda","Halcyon coromanda","Aves","Coraciiformes",1443777
"Fregatta ariel","Ujung Kulon National Park",,"Fregatta ariel","Fregatta","ariel","Fregatta ariel","Aves","Pelecaniformes",212655
"Tomistoma schlegelii","Ujung Kulon National Park",,"Tomistoma schlegelii","Tomistoma","schlegelii","Tomistoma schlegelii",,,
"Crocodylus porosus","Ujung Kulon National Park",,"Crocodylus porosus","Crocodylus","porosus","Crocodylus porosus","Crocodylia",,344030
"Chelonia mydas","Ujung Kulon National Park",,"Chelonia mydas","Chelonia","mydas","Chelonia mydas",,"Testudines",137206
"Cyornis rufigastra","Ujung Kulon National Park",,"Cyornis rufigastra","Cyornis","rufigastra","Cyornis rufigastra",,,
"Pachychephala cinerea","Ujung Kulon National Park",,"Pachychephala cinerea","Pachychephala","cinerea","Pachychephala cinerea",,,
"Chaetodon spp","Ujung Kulon National Park",,"Chaetodon spp",,,,,,
"Odonis niger","Ujung Kulon National Park",,"Odonis niger","Odonis","niger","Odonis niger","Actinopteri","Tetraodontiformes",219883
"Balistoides niger","Ujung Kulon National Park",,"Balistoides niger","Balistoides","niger","Balistoides niger",,,
"Pomocanthus sp","Ujung Kulon National Park",,"Pomocanthus sp",,,,,,
"Platax junnatus","Ujung Kulon National Park",,"Platax junnatus","Platax","junnatus","Platax junnatus",,,
"Platax orbicularis","Ujung Kulon National Park",,"Platax orbicularis","Platax","orbicularis","Platax orbicularis","Actinopteri","Acanthuriformes",218711
"Zanclus cornutus","Ujung Kulon National Park",,"Zanclus cornutus","Zanclus","cornutus","Zanclus cornutus","Actinopteri","Acanthuriformes",220083
"Stromus sp","Ujung Kulon National Park",,"Stromus sp",,,,,,
"Lamlas sp","Ujung Kulon National Park",,"Lamlas sp",,,,,,
"Nautilus sp","Ujung Kulon National Park",,"Nautilus sp",,,,,,
"Arenicola","Wadden Sea",,"Arenicola",,,,,,
"Cerastoderma edula","Wadden Sea ",,"Cerastoderma edula","Cerastoderma","edula","Cerastoderma edula","Bivalvia","Cardiida",138998
"Limecola balthica","Wadden Sea ",,"Limecola balthica","Limecola","balthica","Limecola balthica","Bivalvia","Cardiida",141579
"Capitellidae","Wadden Sea ",,"Capitellidae",,,,,,
"Mya arenaria","Wadden Sea ",,"Mya arenaria","Mya","arenaria","Mya arenaria","Bivalvia","Myida",140430
"Hediste divericolor","Wadden Sea ",,"Hediste divericolor","Hediste","divericolor","Hediste divericolor","Polychaeta","Phyllodocida",152302
"Hydrobiidae","Wadden Sea ",,"Hydrobiidae",,,,,,
"Scoloplos (Scoloplos) armiger","Wadden Sea ",,"Scoloplos (Scoloplos) armiger","Scoloplos","armiger","Scoloplos armiger","Polychaeta",,130537
"Nephtys hombergii","Wadden Sea ",,"Nephtys hombergii","Nephtys","hombergii","Nephtys hombergii","Polychaeta","Phyllodocida",130359
"Lanice conchilega","Wadden Sea ",,"Lanice conchilega","Lanice","conchilega","Lanice conchilega","Polychaeta","Terebellida",131495
"Pygospio elegans","Wadden Sea ",,"Pygospio elegans","Pygospio","elegans","Pygospio elegans","Polychaeta","Spionida",131170
"Corophiidae","Wadden Sea ",,"Corophiidae",,,,,,
"Carcinus maenas","Wadden Sea ",,"Carcinus maenas","Carcinus","maenas","Carcinus maenas","Malacostraca","Decapoda",107381
"Eteoninae","Wadden Sea ",,"Eteoninae",,,,,,
"Mytilus edulis","Wadden Sea ",,"Mytilus edulis","Mytilus","edulis","Mytilus edulis","Bivalvia","Mytilida",140480
"Phyllodoce","Wadden Sea ",,"Phyllodoce",,,,,,
"Cirratulidae","Wadden Sea ",,"Cirratulidae",,,,,,
"Crangon","Wadden Sea ",,"Crangon",,,,,,
"Oligochaeta","Wadden Sea ",,"Oligochaeta",,,,,,
"Ensis leei","Wadden Sea ",,"Ensis leei","Ensis","leei","Ensis leei","Bivalvia","Adapedonta",876640
"Solea solea (LC)","Wadden Sea ",,"Solea solea","Solea","solea","Solea solea","Actinopteri","Pleuronectiformes",127160
"Limanda limanda (LC)","Wadden Sea ",,"Limanda limanda","Limanda","limanda","Limanda limanda","Actinopteri","Pleuronectiformes",127139
"Gadus morhua (LC)","Wadden Sea ",,"Gadus morhua","Gadus","morhua","Gadus morhua","Actinopteri","Gadiformes",126436
"Chelidonichthys lucerna (LC)","Wadden Sea ",,"Chelidonichthys lucerna","Chelidonichthys","lucerna","Chelidonichthys lucerna","Actinopteri","Perciformes",127262
"Platichthys flesus (LC)","Wadden Sea ",,"Platichthys flesus","Platichthys","flesus","Platichthys flesus","Actinopteri","Pleuronectiformes",127141
"Zoarces viviparus (LC)","Wadden Sea ",,"Zoarces viviparus","Zoarces","viviparus","Zoarces viviparus","Actinopteri","Perciformes",127123
"Myoxocephalus scorpius (LC)","Wadden Sea ",,"Myoxocephalus scorpius","Myoxocephalus","scorpius","Myoxocephalus scorpius","Actinopteri","Perciformes",127203
"Cilliata mustela (LC)","Wadden Sea ",,"Cilliata mustela","Cilliata","mustela","Cilliata mustela","Actinopteri","Gadiformes",126448
"Agonus Cataphractus (LC)","Wadden Sea ",,"Agonus Cataphractus",,,,,,
"Syngnathus sp. (LC)","Wadden Sea ",,"Syngnathus sp.",,,,,,
"Anguilla anguilla (CR)","Wadden Sea ",,"Anguilla anguilla","Anguilla","anguilla","Anguilla anguilla","Actinopteri","Anguilliformes",126281
"Dicentrarchus labrax (LC)","Wadden Sea ",,"Dicentrarchus labrax","Dicentrarchus","labrax","Dicentrarchus labrax","Actinopteri","Eupercaria incertae sedis",126975
"Osmerus eperlanus (LC)","Wadden Sea ",,"Osmerus eperlanus","Osmerus","eperlanus","Osmerus eperlanus","Actinopteri","Osmeriformes",126736
"Alosa fallax (LC)","Wadden Sea ",,"Alosa fallax","Alosa","fallax","Alosa fallax","Actinopteri","Clupeiformes",126415
"Lampetra fluviatilis (LC)","Wadden Sea ",,"Lampetra fluviatilis","Lampetra","fluviatilis","Lampetra fluviatilis","Petromyzonti","Petromyzontiformes",101172
"Petromyzon marinus (LC)","Wadden Sea ",,"Petromyzon marinus","Petromyzon","marinus","Petromyzon marinus","Petromyzonti","Petromyzontiformes",101174
"Clupea harengus (LC)","Wadden Sea ",,"Clupea harengus","Clupea","harengus","Clupea harengus","Actinopteri","Clupeiformes",126417
"Sprattus sprattus (LC)","Wadden Sea ",,"Sprattus sprattus","Sprattus","sprattus","Sprattus sprattus","Actinopteri","Clupeiformes",126425
"Engraulis encrasicolous (LC)","Wadden Sea ",,"Engraulis encrasicolous","Engraulis","encrasicolous","Engraulis encrasicolous","Actinopteri","Clupeiformes",126426
"Sardina pilchardus (NT)","Wadden Sea ",,"Sardina pilchardus","Sardina","pilchardus","Sardina pilchardus","Actinopteri","Clupeiformes",126421
"Salmo salar (VU)","Wadden Sea ",,"Salmo salar","Salmo","salar","Salmo salar","Actinopteri","Salmoniformes",127186
"Coregonus oxyrinchus (EX)","Wadden Sea ",,"Coregonus oxyrinchus","Coregonus","oxyrinchus","Coregonus oxyrinchus","Actinopteri","Salmoniformes",154238
"Phoca vitulina","Wadden Sea ",,"Phoca vitulina","Phoca","vitulina","Phoca vitulina","Mammalia","Carnivora",137084
"Halichoerus grypus","Wadden Sea ",,"Halichoerus grypus","Halichoerus","grypus","Halichoerus grypus","Mammalia","Carnivora",137080
"Phocoena phocoena","Wadden Sea ",,"Phocoena phocoena","Phocoena","phocoena","Phocoena phocoena","Mammalia","Cetartiodactyla",137117
"Abramis brama","Wadden Sea ",,"Abramis brama","Abramis","brama","Abramis brama","Actinopteri","Cypriniformes",154281
"Acipenser sturio","Wadden Sea ",,"Acipenser sturio","Acipenser","sturio","Acipenser sturio","Actinopteri","Acipenseriformes",126279
"Agonus cataphractus","Wadden Sea ",,"Agonus cataphractus","Agonus","cataphractus","Agonus cataphractus","Actinopteri","Perciformes",127190
"Alburnus alburnus","Wadden Sea ",,"Alburnus alburnus","Alburnus","alburnus","Alburnus alburnus","Actinopteri","Cypriniformes",154285
"Alopias vulpinus","Wadden Sea ",,"Alopias vulpinus","Alopias","vulpinus","Alopias vulpinus","Elasmobranchii","Lamniformes",105836
"Alosa alosa","Wadden Sea ",,"Alosa alosa","Alosa","alosa","Alosa alosa","Actinopteri","Clupeiformes",126413
"Alosa fallax","Wadden Sea ",,"Alosa fallax","Alosa","fallax","Alosa fallax","Actinopteri","Clupeiformes",126415
"Ammodytes marinus","Wadden Sea ",,"Ammodytes marinus","Ammodytes","marinus","Ammodytes marinus","Actinopteri","Perciformes",126751
"Ammodytes tobianus","Wadden Sea ",,"Ammodytes tobianus","Ammodytes","tobianus","Ammodytes tobianus","Actinopteri","Perciformes",126752
"Anarhichas denticulatus","Wadden Sea ",,"Anarhichas denticulatus","Anarhichas","denticulatus","Anarhichas denticulatus","Actinopteri","Perciformes",126757
"Anguilla anguilla","Wadden Sea ",,"Anguilla anguilla","Anguilla","anguilla","Anguilla anguilla","Actinopteri","Anguilliformes",126281
"Aphia minuta","Wadden Sea ",,"Aphia minuta","Aphia","minuta","Aphia minuta","Actinopteri","Gobiiformes",126868
"Argyrosomus regius","Wadden Sea ",,"Argyrosomus regius","Argyrosomus","regius","Argyrosomus regius","Actinopteri","Eupercaria incertae sedis",127007
"Arnoglossus laterna","Wadden Sea ",,"Arnoglossus laterna","Arnoglossus","laterna","Arnoglossus laterna","Actinopteri","Pleuronectiformes",127126
"Aspitrigla cuculus","Wadden Sea ",,"Aspitrigla cuculus","Aspitrigla","cuculus","Aspitrigla cuculus","Actinopteri","Perciformes",127259
"Aspius aspius","Wadden Sea ",,"Aspius aspius","Aspius","aspius","Aspius aspius","Actinopteri","Cypriniformes",1015724
"Atherina presbyter","Wadden Sea ",,"Atherina presbyter","Atherina","presbyter","Atherina presbyter","Actinopteri","Atheriniformes",272030
"Atherina boyeri","Wadden Sea ",,"Atherina boyeri","Atherina","boyeri","Atherina boyeri","Actinopteri","Atheriniformes",272027
"Barbus barbus","Wadden Sea ",,"Barbus barbus","Barbus","barbus","Barbus barbus","Actinopteri","Cypriniformes",154292
"Balistes carolinensis","Wadden Sea ",,"Balistes carolinensis","Balistes","carolinensis","Balistes carolinensis","Actinopteri","Tetraodontiformes",154721
"Belone belone","Wadden Sea ",,"Belone belone","Belone","belone","Belone belone","Actinopteri","Beloniformes",126375
"Blicca bjoerkna","Wadden Sea ",,"Blicca bjoerkna","Blicca","bjoerkna","Blicca bjoerkna","Actinopteri","Cypriniformes",154274
"Boops boops","Wadden Sea ",,"Boops boops","Boops","boops","Boops boops","Actinopteri","Eupercaria incertae sedis",127047
"Brama brama","Wadden Sea ",,"Brama brama","Brama","brama","Brama brama","Actinopteri","Scombriformes",126783
"Buglossidium luteum","Wadden Sea ",,"Buglossidium luteum","Buglossidium","luteum","Buglossidium luteum","Actinopteri","Pleuronectiformes",127153
"Callionymus lyra","Wadden Sea ",,"Callionymus lyra","Callionymus","lyra","Callionymus lyra","Actinopteri","Callionymiformes",126792
"Callionymus maculatus","Wadden Sea ",,"Callionymus maculatus","Callionymus","maculatus","Callionymus maculatus","Actinopteri","Callionymiformes",126793
"Callionymus reticulatus","Wadden Sea ",,"Callionymus reticulatus","Callionymus","reticulatus","Callionymus reticulatus","Actinopteri","Callionymiformes",126795
"Carassius carassius","Wadden Sea ",,"Carassius carassius","Carassius","carassius","Carassius carassius","Actinopteri","Cypriniformes",154297
"Cetorhinus maximus","Wadden Sea ",,"Cetorhinus maximus","Cetorhinus","maximus","Cetorhinus maximus","Elasmobranchii","Lamniformes",105837
"Cheilopogon heterurus","Wadden Sea ",,"Cheilopogon heterurus","Cheilopogon","heterurus","Cheilopogon heterurus","Actinopteri","Beloniformes",126382
"Chelon labrosus","Wadden Sea ",,"Chelon labrosus","Chelon","labrosus","Chelon labrosus","Actinopteri","Mugiliformes",126977
"Ciliata mustela","Wadden Sea ",,"Ciliata mustela","Ciliata","mustela","Ciliata mustela","Actinopteri","Gadiformes",126448
"Clupea harengus","Wadden Sea ",,"Clupea harengus","Clupea","harengus","Clupea harengus","Actinopteri","Clupeiformes",126417
"Conger conger","Wadden Sea ",,"Conger conger","Conger","conger","Conger conger","Actinopteri","Anguilliformes",126285
"Coregonus oxyrinchus","Wadden Sea ",,"Coregonus oxyrinchus","Coregonus","oxyrinchus","Coregonus oxyrinchus","Actinopteri","Salmoniformes",154238
"Crystallogobius linearis","Wadden Sea ",,"Crystallogobius linearis","Crystallogobius","linearis","Crystallogobius linearis","Actinopteri","Gobiiformes",126878
"Ctenolabrus rupestris","Wadden Sea ",,"Ctenolabrus rupestris","Ctenolabrus","rupestris","Ctenolabrus rupestris","Actinopteri","Eupercaria incertae sedis",126964
"Cyclopterus lumpus","Wadden Sea ",,"Cyclopterus lumpus","Cyclopterus","lumpus","Cyclopterus lumpus","Actinopteri","Perciformes",127214
"Cynoglossus browni","Wadden Sea ",,"Cynoglossus browni","Cynoglossus","browni","Cynoglossus browni","Actinopteri","Pleuronectiformes",127131
"Cyprinus carpio","Wadden Sea ",,"Cyprinus carpio","Cyprinus","carpio","Cyprinus carpio","Actinopteri","Cypriniformes",154582
"Dasyatis pastinaca","Wadden Sea ",,"Dasyatis pastinaca","Dasyatis","pastinaca","Dasyatis pastinaca","Elasmobranchii","Myliobatiformes",105851
"Dentex maroccanus","Wadden Sea ",,"Dentex maroccanus","Dentex","maroccanus","Dentex maroccanus","Actinopteri","Eupercaria incertae sedis",273966
"Dicentrarchus labrax","Wadden Sea ",,"Dicentrarchus labrax","Dicentrarchus","labrax","Dicentrarchus labrax","Actinopteri","Eupercaria incertae sedis",126975
"Echiichthys vipera","Wadden Sea ",,"Echiichthys vipera","Echiichthys","vipera","Echiichthys vipera","Actinopteri","Perciformes",150630
"Enchelyopus cimbrius","Wadden Sea ",,"Enchelyopus cimbrius","Enchelyopus","cimbrius","Enchelyopus cimbrius","Actinopteri","Gadiformes",126450
"Engraulis encrasicolus","Wadden Sea ",,"Engraulis encrasicolus","Engraulis","encrasicolus","Engraulis encrasicolus","Actinopteri","Clupeiformes",126426
"Entelurus aequoreus","Wadden Sea ",,"Entelurus aequoreus","Entelurus","aequoreus","Entelurus aequoreus","Actinopteri","Syngnathiformes",127379
"Eutrigla gurnadus","Wadden Sea ",,"Eutrigla gurnadus","Eutrigla","gurnadus","Eutrigla gurnadus","Actinopteri","Perciformes",150637
"Gadus morhua","Wadden Sea ",,"Gadus morhua","Gadus","morhua","Gadus morhua","Actinopteri","Gadiformes",126436
"Gaidropsarus","Wadden Sea ",,"Gaidropsarus",,,,,,
"mediterranaeus","Wadden Sea ",,"mediterranaeus",,,,,,
"Gaidropsarus vulgaris","Wadden Sea ",,"Gaidropsarus vulgaris","Gaidropsarus","vulgaris","Gaidropsarus vulgaris","Actinopteri","Gadiformes",126458
"Galeorhinus galeus","Wadden Sea ",,"Galeorhinus galeus","Galeorhinus","galeus","Galeorhinus galeus","Elasmobranchii","Carcharhiniformes",105820
"Galeus melastomus","Wadden Sea ",,"Galeus melastomus","Galeus","melastomus","Galeus melastomus","Elasmobranchii","Carcharhiniformes",105812
"Gasterosteus aculeatus","Wadden Sea ",,"Gasterosteus aculeatus","Gasterosteus","aculeatus","Gasterosteus aculeatus","Actinopteri","Perciformes",126505
"Glyptocephalus","Wadden Sea ",,"Glyptocephalus",,,,,,
"cynoglossus","Wadden Sea ",,"cynoglossus",,,,,,
"Gobiusculus flavescens","Wadden Sea ",,"Gobiusculus flavescens","Gobiusculus","flavescens","Gobiusculus flavescens","Actinopteri","Gobiiformes",1526389
"Gymnocephalus cernuus","Wadden Sea ",,"Gymnocephalus cernuus","Gymnocephalus","cernuus","Gymnocephalus cernuus","Actinopteri","Perciformes",405451
"Hexanchus griseus","Wadden Sea ",,"Hexanchus griseus","Hexanchus","griseus","Hexanchus griseus","Elasmobranchii","Hexanchiformes",105833
"Hippocampus","Wadden Sea ",,"Hippocampus",,,,,,
"hippocampus","Wadden Sea ",,"hippocampus",,,,,,
"Hippoglossoides","Wadden Sea ",,"Hippoglossoides",,,,,,
"platessoides","Wadden Sea ",,"platessoides",,,,,,
"Hyperoplus immaculatus","Wadden Sea ",,"Hyperoplus immaculatus","Hyperoplus","immaculatus","Hyperoplus immaculatus","Actinopteri","Perciformes",126755
"Hyperoplus lanceolatus","Wadden Sea ",,"Hyperoplus lanceolatus","Hyperoplus","lanceolatus","Hyperoplus lanceolatus","Actinopteri","Perciformes",126756
"Labrus bergylta","Wadden Sea ",,"Labrus bergylta","Labrus","bergylta","Labrus bergylta","Actinopteri","Eupercaria incertae sedis",126965
"Lamna nasus","Wadden Sea ",,"Lamna nasus","Lamna","nasus","Lamna nasus","Elasmobranchii","Lamniformes",105841
"Lampetra fluviatilis","Wadden Sea ",,"Lampetra fluviatilis","Lampetra","fluviatilis","Lampetra fluviatilis","Petromyzonti","Petromyzontiformes",101172
"Leucaspius delineatus","Wadden Sea ",,"Leucaspius delineatus","Leucaspius","delineatus","Leucaspius delineatus","Actinopteri","Cypriniformes",154321
"Leuciscus idus","Wadden Sea ",,"Leuciscus idus","Leuciscus","idus","Leuciscus idus","Actinopteri","Cypriniformes",154324
