Rhinella marina
Rissoella tumens
Rissoina axeliana
Rissoina inca
Rissoina laurae
Rissoina stricta
Runcinella thompsoni
Sabinella shaskyi
Saccella elenensis
Saccella hindsii
Saccostrea palmula
Scaphander interruptus
Schwartziella porteri
Scissurella epicharis
Seila assimilata
Semele flavescens
Semele jamesi
Semele purpurascens
Semele rosea
Semele rupium
Semele sowerbyi
Semele venusta
Semelina campbellorum
Semicassis centiquadrata
Septifer zeteki
Serpulorbis margaritaceus
Simnia aequalis
Simnia avena
Simnialena rufa
Sinezona rimuloides
Sinum cymba
Sinum sanctijohannis
Siphonaria gigas
Siphonodentalium peruvianum
Solariella diomedea
Solariella tavernia
Solariorbis pellucidus
Solecurtus guayamasensis
Solecurtus lineatus
Spathochlamys vestalis
Splendrillia academica
Spondylus calcifer
Steironepion hancocki
Steironepion piperata
Stenoplax (Stenoplax) petaloides
Stenoplax rugulata
Sthenorytis turbinus
Sthenoteuthis oualaniensis
Stilifer astericola
Strigilla chroma
Strigilla serrata
Striostrea prismatica
Strombina lanceolata
Strombina maculosa
Strombina recurva
Strombus galeatus
Strombus granulatus
Strophocardia megastropha
Stylocheilus longicauda
Stylocheilus striatus
Subcancilla edithrexae
Subcancilla erythrogramma
Sulcoretusa galapagana
Sveltia gladiator
Tagelus affinis
Tagelus politus
Tambja mullineri
Tectura filosa
Tegula cooksoni
Tegula snodgrassi
Teinostoma pallidulum
Tellina amianta
Tellina brevirostris
Tellina chrysogona
Tellina mantaensis
Tellina ochracea
Tellina pacifica
Terebra armillata
Terebra elata
Terebra frigata
Terebra glauca
Terebra grayi
Terebra guayaquilensis
Terebra hertleini
Terebra jacquelinae
Terebra litorea
Terebra maculata
Terebra ornata
Terebra plicata
Terebra robusta
Terebra shyana
Terebra stohleri
Terebra strigata
Terebra variegata
Thais brevidentata
Thais callaoensis
Thais melones
Thais planospira
Thaisella kiosquiformis
Thala gratiosa
Thala jeancatae
Thala solitaria
Thorunna talaverai
Thyca callista
Thysanoteuthis rhombus
Tonicia arnheimi
Tonicia forbesi
Tonna perdix
Trachycardium consors
Trachypollia lugubris
Tralia vanderbilti
Transennella galapagana
Tricolia diantha
Trigoniocardia biangulata
Trigoniocardia granifera
Trigonostoma milleri
Trigonulina pacifica
Triphora adamsi
Triphora alternata
Triphora chathamensis
Triphora contrerasi
Triphora cookeana
Triphora dalli
Triphora escondidensis
Triphora evermanni
Triphora excolpa
Triphora galapagensis
Triphora hannai
Triphora inconspicua
Triphora marrshi
Triphora oweni
Triphora peninsularis
Triphora postalba
Triphora stearnsi
Triphora triticea
Triphora unicolor
Triphora vanduzeei
Tripterotyphis lowei
Triptychus incantatus
Tritonoharpa vexillata
Trivia acutidentata
Trivia artema
Trivia atomaria
Trivia citeria
Trivia fusca
Trivia pacifica
Trivia radians
Trivia sanguinea
Trivia (Cleotrivia) rubescens
Truncadaphne stonei
Turbo scitulus
Turbo squamiger
Turbonilla galapagensis
Turbonilla houseri
Turbonilla shimeki
Turbonilla sinaloana
Turritella nodulosa
Turritella radula
Turritella rubescens
Tylodina fungina
Typhisala clarki
Typhisopsis coronatus
Umbraculum ovale
Umbraculum umbraculum
Undulostrea megodon
Vanikoro aperta
Vanikoro galapagana
Veprecula tornipila
Veprichlamys incantata
Vermicularia frisbeyae
Vermicularia pellucida eburnea
Verticordia ornata
Vetulonia galapagana
Viriola elongata
Vitularia salebrosa
Volvarina innexa
Volvarina nyssa
Volvarina taeniolata
Volvarina taeniolata rosa
Volvulella catharia
Volvulella cylindrica
Williamia peltoides
Xanthodaphne agonia
Xanthodaphne argeta
Xanthodaphne suffusa
Zafrona incerta
Anoectangium aestivum
Anomobryum julaceum
Brachymenium exile
Brachymenium fabronioides
Brachymenium globosum
Brachymenium klotzschii
Brachymenium systylium
Brachythecium stereopoma
Breutelia tomentosa
Bryum apiculatum
Bryum argenteum
Bryum billardieri
Bryum coronatum
Bryum dichotomum
Bryum limbatum
Callicostella pallida
Calymperes afzelii
Calymperes erosum
Calymperes palisotii
Campylopodium curvisetum
Campylopus anderssonii
Campylopus flexuosus
Campylopus pilifer var. lamellatus
Campylopus pilifer subsp. galapagensis
Campylopus richardii
Campylopus savannarum
Campylopus surinamensis
Campylopus tallulensis
Campylopus zygodonticarpus
Ceratodon purpureus
Chrysohypnum diminutivum
Crossomitrium epiphyllum
Crossomitrium patrisiae
Cyclodictyon albicans
Daltonia lindigiana
Daltonia longifolia
Dicranella harrisii
Dicranella hilariana
Dicranella longirostris
Dicranella perottettii
Didymodon australasiae
Didymodon tophaceus
Entodontopsis leucostega
Entosthodon bonplandii
Erpodium domingense
Fabronia ciliaris var. polycarpa
Fissidens asplenoides
Fissidens crispus
Fissidens guianensis
Fissidens intermedius
Fissidens minutus
Fissidens reticulosus
Fissidens stenopteryx
Fissidens weirii
Fissidens zollingeri
Funaria calvescens
Funaria hygrometrica
Groutiella apiculata
Groutiella tomentosa
Gymnostomiella vernicosa
Helicodontium capillare
Henicodium geniculatum
Hydrogonium taylori
Hyophila involuta
Isopterygium tenerum
Lepidopilum falcatulum
Leptostomopsis systylium
Leucobryum albidum
Macromitrium cirrosum var. stenophyllum
Macromitrium cirrosum
Macromitrium guatemaliense
Macromitrium longifolium
Meteoriopsis anderssonii
Octoblepharum albidum
Orthodontium pellucens
Papillaria nigrescens
Philonotis sphaerocarpa
Philonotis uncinata var. glaucescens
Philonotis uncinata var. gracillima
Philonotis uncinata
Pohlia cruda
Pohlia elongata
Pohlia nutans
Polytrichum juniperinum
Porotrichum mutabile
Porotrichum substriatum
Prionodon densus
Pseudocrossidium replicatum
Ptychomitrium incurvum
Racopilum tomentosum
Rhamphidium dicranoides
Rhodobryum roseum
Rhynchostegium serrulatum
Schlotheimia jamesonii
Schlotheimia rugifolia
Schoenobryum concavifolium
Scopelophila ligulata
Sematophyllum adnatum
Sematophyllum galipense
Sematophyllum subpinnatum
Sphagnum cuspidatum var. serrulatum
Sphagnum perichaetiale
Sphagnum recurvum
Squamidium caroli
Squamidium leucotrichum
Squamidium nigricans
Stereophyllum radiculosum
Syrrhopodon gaudichaudii
Syrrhopodon incompletus
Syrrhopodon parasiticus
Syrrhopodon prolifer var. prolifer
Syrrhopodon prolifer var. acanthoneuros
Syrrhopodon tortilis
Thuidium delicatulum
Thuidium recognitum
Tortella humilis
Trichostomum sinaloensis
Weissia breutelii
Weissia controversa
Weissia veviridis
Weissiodicranum insularum
Zelometeorium patulum
Acryria affinis
Arcyria cinerea
Arcyria denudata
Badhamia affinis
Badhamia gracilis
Clastoderma debaryanum
Collaria elegans
Collaria rubens
Craterium leucocephalum var. scyphoides
Craterium leucocephalum
Cribraria cancellata
Cribraria languescens
Cribraria tenella
Cribraria violacea
Diachea leucopodia
Diderma chondrioderma
Diderma effusum
Diderma hemisphaericum
Diderma platycarpum var. berkeleyanum
Diderma rimosum
Diderma scabrum
Didymium clavus
Didymium floccosum
Didymium karstensii
Didymium listeri
Didymium nigripes
Didymium squamulosum
Didymium verrucisporum
Echinostelium minutum
Fuligo septica
Hemitrichia calyculata
Hemitrichia serpula
Lamproderma scintillans
Licea operculata
Macbrideola cornea
Metatrichia vesparium
Perichaena chrysosperma
Perichaena corticalis
Perichaena depressa
Perichaena vermicularis
Physarella oblonga
Physarum aeneum
Physarum bivalve
Physarum bogoriense
Physarum compressum
Physarum crateriforme
Physarum melleum
Physarum nutans
Physarum stellatum
Stemonitis fusca
Stemonitis pallida
Stemonitis splendens
Achromadora micoletzkyi
Achromadora semiarmata
Actinonema longicaudatum
Atrochromadora denticulata
Chromadora macrolaimoides
Chromadora nudicapitata
Chromadorita nephramphida
Chromadorita pallida
Endeolophos minutus
Endeolophos spinosus galapagensis
Euchromadora atypica
Eumonhystera pseudobulbosa
Hypodontolaimus galapagensis
Innocuonema asymmetricum
Monhystera somereni
Monhystrella hastata
Onchulus longicauda
Prismatolaimus dolichurus
Prismatolaimus kenyensis
Prochromadorella hexapapillata
Prochromadorella paramucrodonta
Prochromadorella salpingifera
Prochromadorella zygophora
Pseudocella panamaensis
Rhabdolaimus terrestris
Rhips galapagensis
Rhips gracilicauda
Spiliphera dolichura
Spilophorella euxina
Spilophorella paradoxa
Thoracostoma trachygaster
Trochamus prosoporus
Ototyphlonemertes americana
Ototyphlonemertes cirrula
Ototyphlonemertes erneba
Ototyphlonemertes fila
Ototyphlonemertes santacruzensis
Ceraeochrysa cincta
Chrysoperla externa
Chrysoperla galapagoensis
Chrysopodes nigricubitus
Chrysopodes nigripilosa
Chrysopodes pecki
Galapagoleon darwini
Megalomus darwini
Myrmeleon timidus
Neosuarius nigripilosa
Sympherobius barberi
Bifurcaria galapagensis
Colpomenia ramosa
Colpomenia sinuosa
Colpomenia tuberculata
Desmarestia ligulata
Desmarestia munda
Desmarestia tropica
Dictyopteris cokeri
Dictyopteris diaphana
Dictyota binghamiae
Dictyota dichotoma var. intricata
Dictyota flabellata
Dictyota galapagensis
Dictyota major
Eisenia galapagensis
Hincksia sandriana
Lobophora variegata
Mesospora pangoensis var. galapagensis
Padina concrescens
Padina crispata
Padina durvillei
Pilinia maritima f. pacifica
Sargassum albemarlense
Sargassum brandegeei
Sargassum galapagense
Sargassum howellii
Sargassum ilicifolium var. compactum
Sargassum lendigerum var. furcifolium
Sargassum obtusifolium
Sargassum pacificum f. rigidiusculum
Sargassum pacificum var. subdelicatulum
Sargassum pacificum var. pacificum
Sargassum pacificum f. congestum
Sargassum pacificum var. megaphyllum
Sargassum setifolium
Sargassum templetonii
Spatoglossum howellii
Spatoglossum schmittii
Spatoglossum schroederi
Sphacelaria novae-hollandiae
Sphacelaria rigidula
Spongonema tomentosum
Sporochnus bolleanus
Sporochnus rostratus
Taonia lennebackerae
Zosterocarpus abyssicola
Aeshna galapagoensis
Anax amazili
Brachymesia herbida
Erythemis vesiculosa
Ischnura hastatum
Macrodiplax balteata
Pantala flavescens
Pantala hymenaea
Tramea calverti
Tramea cophysa darwini
Saprolegnia ferax
Anaulocomera darwinii
Anurogryllus typhlops
Closteridea bauri
Conocephalus exitiosus
Conocephalus sp. nov. 1
Conocephalus sp. nov. 2
Copiphora brevicauda
Cycloptilum erraticum
Cycloptilum lepismoide
Gryllodes sigillatus
Gryllus abditus
Gryllus abingdoni
Gryllus darwini
Gryllus galapageius
Gryllus genovesa
Gryllus isabela
Gryllus marchena
Gryllus pinta
Halmenus choristopterus
Halmenus cuspidatus
Halmenus eschatus
Halmenus robustus
Hygronemobius daphne
Hygronemobius sp. nov. 1
Hygronemobius sp. nov. 2
Hygronemobius speculi
Jarmilaxipha ecuadorica
Neoconocephalus triops
Nesoecia cooksonii
Nesoecia padulicola
Pteronemobius cristobalensis
Pteronemobius santacruzensis
Schistocerca literosa
Schistocerca melanocera
Sphingonotus fuscoirroratus
Actornithophilus grandiceps
Actornithophilus incisus
Aedes aegypti
Amblyomma darwini
Amblyomma williamsii
Anatoecus icterodes
Ancylostoma caninum
Antarctophthirus microchir
Ascaridia galli
Atractis marquezi
Austromenopon beckii
Austromenopon narboroughi
Austromenopon navigans
Austromenopon popellus
Avibirnavirus Infectious bursal disease virus
Avipoxvirus canarypox virus
Avipoxvirus Fowlpox virus
Avulavirus Paramyxovirus-I
Axine cypseluri
Bartonella clarridgeiae
Bartonella elizabethae
Bartonella henselae
Beauveria bassiana
Bianium plicitum
Bovicola caprae
Brueelia chelydensis
Brueelia galapagensis
Brueelia interposita
Brueelia vulgata
Cainocreadium oscitans
Caligus irritans
Cammacoronavirus avian coronavirus
Cetiosaccus galapagensis
Chlamydophila psittaci
Choanodera caulolatili
Coitocaecum tropicum
Colpocephalum heterosoma
Colpocephalum spineum
Colpocephalum turbinatum
Columbicola macrourae
Coronavirus Canine coronavirus
Craspedorrhynchus dilatatus
Craspedorrhynchus sp. 1
Cuculiphilus snodgrassi
Culex quinquefasciatus
Culicoides pusillus
Davainea proglottina
Degeeriella regalis
Deltapapillomavirus Bovine papillomavirus
Derogenes varicus
Dirofilaria immitis
Docophoroides brevis
Docophoroides ferrisi
Docophoroides levequei
Eimeria albemarlensis
Eimeria palumbi
Eimeria tropidura
Elenchus koebeli
Elytrophallus mexicanus
Encotyllabe pagrosomi
Enterovirus bovine enterovirus
Epidermoptes bilobatus
Gammacoronavirus avian coronavirus
Gen. nov. Onchocercidae indet. sp. nov.
Gen. Paramyxovirinae indet. Canine parainfluenza virus
Gen. Parvovirinae indet. Canine parvovirus
Gitona braziliensis
Goniodes dissimilis
Haemoproteus sp. nov.
Halipeurus attenuatus
Halipeurus diversus
Halipeurus noctivagus
Halipeurus pelagicus
Hamacreadium mutabile
Heterakis gallinarum
Hirudinella ventricosa
Homalometron longisinosum
Hoplopleura nesoryzomydis
Icosta albipennis
Icosta nigra
Iltovirus Gallid herpesvirus 1
Isospora canis
Isospora daphnensis
Isospora exigua
Isospora fragmenta
Isospora geospizae
Isospora insularius
Isospora rotunda
Isospora temeraria
Lecanicillium lecanii
Lecanicillium muscarium
Lecithochirium microstomum
Leishmania donovani
Lepeophtheirus dissimulatus
Lipeurus caponis
Lobatostoma pacificum
Mardivirus Gallid herpesvirus 2
Mastadenovirus Canine adenovirus
Medetera galapagensis
Megaselia scalaris
Menopon gallinae
Mesalgoides geospizae
Microcera coccophila
Microlynchia galapagoensis
Morbillivirus Canine distemper virus
Mycoplasma gallisepticum
Mycoplasma haemocanis
Mycoplasma haemofelis
Myialges caulotoon
Myrsidea darwini
Myrsidea nesomimi nesomimi
Myrsidea nesomimi borealis
Myrsidea ridulosa
Neobothriocephalus aspinosus
Neohexostoma euthynni
Nesippus crypturus
Olfersia aenescens
Olfersia sordida
Olfersia spinifera
Orchidasma amphiorchis
Ornithodoros darwini
Ornithodoros galapagensis
Ornithoica vicina
Orthohalarachne diminuata
Orthoreovirus Avian orthoreovirus
Osborniella crotophagae
Oxyspirura mansoni
Pandarus satyrus
Paraeurysorchis sarmientoi
Paralebion elongatus
Parapsyllus cedei
Parvovirus Feline panleukopenia virus
Peckia lambens
Pectinopygus annulatus
Pectinopygus gracilicornis fregatiphagus
Pectinopygus nannopteri
Pectinopygus sulae
Pediculus humanus capitis
Perineus oblongus
Philoceanus becki
Philophthalmus zalophi
Philopterus breviformis
Philopterus insulicola
Philornis downsi
Physconelloides galapagensis
Podonectria coccicola
Polyplax spinulosa
Polysporella genovesae
Proctophyllodes darwinii
Prosorhynchus aculeatus
Prosorhynchus ozakii
Prosorhynchus pacificus
Pseudocaligus parvus
Pseudocreadium scaphosomum
Pterodectes atyeoi
Quadraceps birostris
Quadraceps paludicola
Quadraceps ridgewayi
Quadraceps separatus
Quadraceps strepsilaris
Raillietina echinobothrida
Rhipidocotyle adbaculum
Ricinus marginatus
Saemundssonia albemarlensis
Saemundssonia lari
Saemundssonia minor
Saemundssonia phaetona
Saemundssonia platycephalus
Saemundssonia platygaster
Saprolegnia ferax
Sarcocystis canis
Schikhobalotrema acutum
Schikhobalotrema pomacentri
Stephanostomum casum
Tabanus vittiger
Tagia ecuadori
Tetracrium coccicola
Toxocara canis
Toxoplasma gondii
Trabeculus mirabilis
Tremovirus Avian encephalomyelitis virus
Trichomonas gallinae
Trinoton querquedulae
Trouessartia geospiza
Trypanosoma sp. nov.
Varicellovirus Felid herpesvirus 1
Vernoniella guimaraesi
Vesiculovirus Vesicular stomatitis Indiana virus
Vesivirus Feline calicivirus
Wolbachia pipientis
Xolages palmai
Zeuxapta seriolae
Zonorchis meyeri
Actornithophilus bicolor
Actornithophilus grandiceps
Actornithophilus incisus
Actornithophilus kilauensis
Anaticola crassicornis
Anaticola phoenicopteri
Anatoecus dentatus
Anatoecus icterodes
Ancistrona vagelli
Antarctophthirus microchir
Ardeicola florida
Ardeicola nyctanassa
Austrogoniodes demersus
Austromenopon atrofulvum
Austromenopon beckii
Austromenopon narboroughi
Austromenopon navigans
Austromenopon oceanodromae
Austromenopon paululum
Austromenopon pinguis
Austromenopon popellus
Austromenopon spenceri
Austromenopon transversum
Bovicola caprae
Brueelia chelydensis
Brueelia galapagensis
Brueelia interposita
Brueelia vulgata
Colpocephalum angulaticeps
Colpocephalum brachysomum
Colpocephalum heterosoma
Colpocephalum occidentalis
Colpocephalum spineum
Colpocephalum turbinatum
Columbicola macrourae
Craspedorrhynchus dilatatus
Craspedorrhynchus sp. 1
Cuculiphilus snodgrassi
Degeeriella regalis
Docophoroides brevis
Docophoroides ferrisi
Docophoroides levequei
Eidmanniella albescens
Episbates pederiformis
Fregatiella aurifasciata
Fulicoffula obstinata
Goniodes dissimilis
Halipeurus attenuatus
Halipeurus diversus
Halipeurus noctivagus
Halipeurus pelagicus
Halipeurus pelagodromae
Harrisoniella ferox
Hoplopleura nesoryzomydis
Lipeurus caponis
Menacanthus distinctus
Menopon gallinae
Myrsidea darwini
Myrsidea nesomimi borealis
Myrsidea nesomimi nesomimi
Myrsidea ridulosa
Osborniella crotophagae
Paraclisis miriceps
Pectinopygus annulatus
Pectinopygus gracilicornis fregatiphagus
Pectinopygus gracilicornis gracilicornis
Pectinopygus minor
Pectinopygus nannopteri
Pectinopygus occidentalis
Pectinopygus sulae
Pediculus humanus capitis
Perineus oblongus
Philoceanus becki
Philopterus breviformis
Philopterus insulicola
Physconelloides galapagensis
Polyplax spinulosa
Pseudomenopon scopulacorne
Quadraceps auratus
Quadraceps birostris
Quadraceps charadrii hospes
Quadraceps connexus
Quadraceps hemichorus
Quadraceps hemichrous
Quadraceps obtusus
Quadraceps paludicola
Quadraceps punctatus felix
Quadraceps punctatus lingulatus
Quadraceps ridgewayi
Quadraceps ridgwayi
Quadraceps semifissus
Quadraceps separatus
Quadraceps strepsilaris
Ricinus marginatus
Saemundssonia albemarlensis
Saemundssonia creagrusa
Saemundssonia haematopi
Saemundssonia lari
Saemundssonia minor
Saemundssonia phaetona
Saemundssonia platycephalus
Saemundssonia platygaster
Saemundssonia remota
Strigiphilus cursor
Trabeculus fuscoclypeatus
Trabeculus mirabilis
Trinoton querquedulae
Vernoniella guimaraesi
Alternaria brassicae
Asperisporium caricae
Botryobasidium conspersum
Cercospora apii
Cercospora rhizophorae
Cerotelium fici
Chaconia ingae
Cladosporium sphaerospermum
Erysiphe diffusa
Glomerella cingulata
Hemileia vastatrix
Julella avicenniae
Kordyana celebensis
Mycosphaerella areola
Mycosphaerella cruenta
Mycosphaerella fijiensis
Mycosphaerella heningsii
Mycosphaerella musicola
Mycosphaerella tassiana
Oidium conspersum
Passalora boldoae
Passalora fulva
Passalora sidarum
Periconia byssoides
Periconia manihoticola
Phylacia globosa
Phyllachora noblei
Phyllachora tragiae
Phyllachora winteri
Phyllactinia dalbergia
Phyllosticta hiratsukae
Pseudocercospora meibomiae
Pseudocercospora purpurea
Pseudocercospora trichophila
Pseudocercospora triumfettae
Puccinia lantanae
Puccinia melanocephala
Schizothyrium rufulum
Septoria lantanae
Uredo scalesiae
Uromyces bidenticola
Uromyces dolichosporus
Vestergrenia multipunctata
Xylaria cubensis
Araucaria heterophylla
Cupressus macrocarpa
Juniperus communis
Pinus radiata
Platycladus orientalis
Ablennes hians
Abudefduf concolor
Abudefduf troschelii
Acanthemblemaria castroi
Acanthocybium solandri
Acanthurus nigricans
Acanthurus triostegus
Acanthurus xanthopterus
Aetobatus narinari
Agonostomus monticola
Albula esuncula
Alectis ciliaris
Alopias pelagicus
Alopias superciliosus
Alphestes immaculatus
Aluterus monoceros
Aluterus scriptus
Ammodytoides gilli
Anarchias galapagensis
Anchoa ischana
Anguilla marmorata
Anisotremus interruptus
Anisotremus scapularis
Antennarius avalonis
Antennarius coccineus
Antennarius sanguineus
Antennatus strigatus
Anthias noeli
Antimora rostrata
Aphanopus capricornis
Apogon atradorsatus
Apogon dovii
Apogon pacificus
Apristurus kampae
Apterichtus equatorialis
Archosargus pourtalesii
Arcos poecilophthalmos
Argentina aliceae
Ariosoma gilberti
Arothron hispidus
Arothron meleagris
Arothron nigropunctatus
Aseraggodes herrei
Atherinella nesiotes
Aulostomus chinensis
Auxis rochei eudorax
Auxis thazard brachydorax
Azurina eupalama
Balistes polylepis
Bathygobius lineatus
Bathyonus caudalis
Bathypterois atricolor
Bathyraja spinosissima
Bathytroctes macrolepis
Bellator farrago
Benthodesmus tenuis
Bodianus diplotaenia
Bodianus eclancheri
Bothus leopardinus
Bothus mancus
Brama dussumieri
Branchiostoma elongatum
Bregmaceros mcclellandi
Brotula ordwayi
Bryx veleronis
Bythaelurus giddingsi
Calamopteryx jeb
Calamus brachysomus
Calamus taurinus
Callechelys galapagensis
Calotomus carolinus
Cantherhines dumerilii
Canthigaster amboinensis
Canthigaster janthinoptera
Canthigaster punctatissima
Canthigaster valentini
Carangoides orthogrammus
Caranx caballus
Caranx caninus
Caranx ignobilis
Caranx lugubris
Caranx melampygus
Caranx sexfasciatus
Carapus dubius
Carcharhinus albimarginatus
Carcharhinus altimus
Carcharhinus falciformis
Carcharhinus galapagensis
Carcharhinus leucas
Carcharhinus limbatus
Carcharhinus longimanus
Carcharhinus plumbeus
Carcharodon carcharias
Cataetyx simus
Caulolatilus affinis
Caulolatilus princeps
Centrophorus squamosus
Centropomus viridis
Centroscyllium nigrum
Cephalopholis panamensis
Cetengraulis mysticetus
Chaenomugil proboscideus
Chaenopsis schmitti
Chaetodipterus zonatus
Chaetodon auriga
Chaetodon humeralis
Chaetodon kleinii
Chaetodon lunula
Chaetodon meyeri
Chaetodon unimaculatus
Chanos chanos
Cheilopogon atrisignis
Cheilopogon dorsomacula
Cheilopogon furcatus
Cheilopogon spilonotopterus
Cheilopogon xenopterus
Chiloconger dentatus
Chilomycterus reticulatus
Chlopsis bicollaris
Chlorophthalmus mento
Chriolepis tagus
Chromis alta
Chromis atrilobata
Cilus gilberti
Cirrhitichthys oxycephalus
Cirrhitus rivulatus
Citharichthys gnathus
Clarkichthys bilineatus
Coelorinchus canus
Cookeolus japonicus
Corvula macrops
Coryphaena equiselis
Coryphaena hippurus
Coryphaenoides anguliceps
Coryphaenoides armatus
Coryphaenoides boops
Coryphaenoides bucephalus
Coryphaenoides bulbiceps
Coryphaenoides delsolari
Coryphaenoides gypsochilus
Coryphaenoides myersi
Coryphopterus urospilus
Cosmocampus arctus coccineus
Cottoclinus canops
Cratinus agassizii
Cubiceps pauciradiatus
Cyclichthys spilostylus
Cymatogaster aggregata
Cynoscion phoxocephalus
Cypselurus callopterus
Dactyloscopus lacteus
Dasyatis brevis
Dasyatis longa
Decapterus macrosoma
Decapterus muroadsi
Decapterus punctatus
Decodon melasma
Dermatolepis dermatolepis
Dialommus fuscus
Diapterus peruvianus
Dibranchus cracens
Dibranchus discors
Dibranchus erinaceus
Dibranchus hystrix
Dicrolene nigra
Diodon eydouxii
Diodon holocanthus
Diodon hystrix
Diplacanthopoma jordani
Diplectrum eumelum
Diplectrum euryplectrum
Diplectrum macropoma
Diplectrum rostrum
Dormitator latifrons
Doryrhamphus excisus
Echeneis naucrates
Echidna nebulosa
Echidna nocturna
Echinorhinus cookei
Echiodon exsilium
Ectreposebastes imus
Elacatinus nesiotes
Elagatis bipinnulata
Eleotrica cableae
Eleotris picta
Elops affinis
Encheliophis vermicularis
Enchelycore lichenosa
Enchelycore octaviana
Engraulis ringens
Entomacrodus chiostictus
Epigonus merleni
Epinephelus analogus
Epinephelus cifuentesi
Epinephelus labriformis
Eptatretus grouseri
Eptatretus lakeside
Eptatretus mccoskeri
Eptatretus wisneri
Eretmichthys pinnatus
Etrumeus teres
Eucinostomus argenteus
Eucinostomus currani
Eucinostomus dowii
Eucinostomus gracilis
Eugerres lineatus
Euleptorhamphus viridis
Euthynnus lineatus
Exocoetus monocirrhus
Exocoetus volitans
Facciolella equatorialis
Fistularia commersonii
Fistularia corneta
Forcipiger flavissimus
Gadella filifer
Gadella thysthlon
Galeocerdo cuvier
Gempylus serpens
Gerres cinereus
Gillellus semicinctus
Girella freminvillii
Gnathanodon speciosus
Gnathophis cinctus
Gobiomorus maculatus
Grammonus diagrammus
Guentherus altivela
Gurgesiella furvescens
Gymnomuraena zebra
Gymnothorax angusticeps
Gymnothorax buroensis
Gymnothorax castaneus
Gymnothorax dovii
Gymnothorax flavimarginatus
Gymnothorax javanicus
Gymnothorax meleagris
Gymnothorax panamensis
Gymnothorax pictus
Haemulon scudderii
Haemulon sexfasciatum
Haemulon steindachneri
Halichoeres adustus
Halichoeres chierchiae
Halichoeres dispilus
Halichoeres melanotis
Halichoeres nicholsi
Halichoeres notospilus
Halichoeres raisneri
Halieutopsis tumifrons
Halosaurus attenuatus
Hemanthias peruanus
Hemilutjanus macrophthalmos
Hemiramphus saltator
Herpetoichthys fossatus
Heteroconger klausewitzi
Heterodontus mexicanus
Heterodontus quoyi
Heteropriacanthus cruentatus
Himantura pacifica
Hippocampus ingens
Hippoglossina bollmani
Hirundichthys marginatus
Hirundichthys rondeletii
Hirundichthys speculiger
Holacanthus passer
Hoplopagrus guentherii
Hoplostethus pacificus
Howella pammelas
Hydrolagus alphus
Hydrolagus mccoskeri
Hyporhamphus gilli
Hyporhamphus naos
Hyporhamphus snyderi
Hyporhamphus unifasciatus
Hyporthodus mystacinus
Hypsoblennius brevipinnis
Ichthyapus selachops
Idiastion hageyi
Iniistius pavo
Ipnops agassizii
Isistius brasiliensis
Istiophorus platypterus
Isurus oxyrinchus
Johnrandallia nigrirostris
Kathetostoma averruncus
Katsuwonus pelamis
Kuhlia mugil
Kyphosus analogus
Kyphosus elegans
Labrisomus dendriticus
Labrisomus jenkinsi
Labrisomus multiporosus
Laemonema gracillipes
Lagocephalus lagocephalus
Larimus pacificus
Lepidocybium flavobrunneum
Lepidonectes corallicola
Lepidopus manis
Lile stolifera
Liopropoma fasciatum
Liopropoma longilepis
Lophiodes spilurus
Lucifuga inopinata
Lutjanus aratus
Lutjanus argentiventris
Lutjanus guttatus
Lutjanus jordani
Lutjanus novemfasciatus
Lutjanus viridis
Luvarus imperialis
Lycodapus australis
Lythrypnus dalli
Lythrypnus gilberti
Lythrypnus rhizophora
Makaira indica
Makaira mazara
Malacanthus brevirostris
Malacoctenus tetranemus
Malacoctenus zonogaster
Manta birostris
Masturus lanceolatus
Mataeocephalus tenuicauda
Melanorhinus cyanellus
Melanostigma bathium
Melichthys niger
Melichthys vidua
Merluccius gayi
Microdesmus dipus
Microspathodon bairdii
Microspathodon dorsalis
Mobula japanica
Mobula munkiana
Mobula tarapacana
Mola mola
Mola ramsayi
Monolene maculipinna
Monomitopus malispinosus
Mugil cephalus
Mugil curema
Mulloidichthys dentatus
Muraena argus
Muraena clepsydra
Muraena lentiginosa
Mustelus albipinnis
Mustelus mento
Mustelus sp. nov.
Mycteroperca olfax
Mycteroperca xenarcha
Myctophum aurolaternatum
Myctophum nitidulum
Myliobatis californica
Myliobatis peruvianus
Myrichthys xysturus
Myripristis berndti
Myripristis leiognathus
Myroconger nigrodentatus
Myxodagnus sagitta
Narcetes erimelas
Narcine entemedor
Naso annulatus
Naso brevirostris
Naso hexacanthus
Naso vlamingii
Nasolamia velox
Naucrates ductor
Nealotus tripes
Nematistius pectoralis
Nexilosus latifrons
Nezumia convergens
Nezumia stelgidolepis
Nezumia ventralis
Nicholsina denticulata
Nomeus gronovii
Novaculichthys taeniourus
Odontaspis ferox
Odontoscion eurymesops
Ogcocephalus darwini
Ogilbia deroyi
Ogilbia galapagosensis
Oligoplites saurus
Ophichthus arneutes
Ophichthus rugifer
Ophioblennius steindachneri
Opisthonema berlangai
Opisthonema libertate
Opistognathus galapagensis
Opistognathus rhomaleus
Oplegnathus insignis
Oreochromis niloticus
Orthopristis cantharinus
Orthopristis chalceus
Orthopristis forbesi
Orthopristis lethopristis
Ostracion meleagris
Otophidium indefatigabile
Oxycirrhites typus
Oxyporhamphus micropterus micropterus
Paraconger californiensis
Paraconger similis
