Rhinella marina
Paralabrax albomaculatus
Paraletharchus opercularis
Paralichthys woolmani
Paraliparis darwini
Paraliparis galapagosensis
Paranthias colonus
Pareques perissa
Peprilus medius
Peristedion crustosum
Petrotyx hopkinsi
Phaenomonas pinnata
Phtheirichthys lineatus
Physiculus nematopus
Plagiotremus azaleus
Platybelone argalus pterura
Platygillellus rubellulus
Polydactylus approximans
Pomacanthus zonipectus
Pontinus clemensi
Pontinus strigatus
Pontinus vaughani
Porichthys margaritatus
Prionace glauca
Prionotus miles
Prionotus stephanophrys
Prionurus laticlavius
Pristigenys serrula
Pristipomoides zonatus
Prognathodes falcifer
Prognichthys sealei
Prognichthys tringa
Pronotogrammus multifasciatus
Psenes arafurensis
Psenes cyanophrys
Psenes pellucidus
Psenes sio
Pseudobalistes naufragium
Pseudonus acutus
Pseudupeneus grandisquamis
Pteromylaeus asperrimus
Pteroplatytrygon violacea
Quassiremus evionthas
Raja velezi
Rajella eisenhardti
Ranzania laevis
Remora brachyptera
Remora osteochir
Remora remora
Remorina albescens
Rhincodon typus
Rhinobatos planiceps
Rhinoptera steindachneri
Ruvettus pretiosus
Rypticus bicolor
Rypticus nigripinnis
Sarda orientalis
Sardinops sagax
Sargocentron suborbitale
Scarus compressus
Scarus ghobban
Scarus perrico
Scarus rubroviolaceus
Scomber japonicus
Scomberomorus sierra
Scorpaena cocosensis
Scorpaena histrio
Scorpaena mystes
Scorpaenodes rubrivinctus
Scorpaenodes xyris
Scuticaria tigrina
Scytalichthys miurus
Sectator ocyurus
Selar crumenophthalmus
Selene peruviana
Semicossyphus darwini
Seriola lalandi
Seriola rivoliana
Seriolella violacea
Serranus aequidens
Serranus psittacinus
Serranus stilbostigma
Sphoeroides angusticeps
Sphoeroides annulatus
Sphoeroides lobatus
Sphyraena barracuda
Sphyraena idiastes
Sphyrna lewini
Sphyrna mokarran
Sphyrna tiburo
Sphyrna zygaena
Starksia galapagensis
Stegastes acapulcoensis
Stegastes arcifrons
Stegastes beebei
Stegastes flavilatus
Stethojulis bandanensis
Strongylura exilis
Sufflamen verres
Syacium ovale
Symphurus atramentatus
Symphurus diabolicus
Symphurus varius
Synchiropus atrilabiatus
Synodus lacertinus
Synodus scituliceps
Taenianotus triacanthus
Taeniura meyeni
Taractes rubescens
Thalassoma grammaticum
Thalassoma lucasanum
Thalassoma purpureum
Thermarces cerberus
Thunnus alalunga
Thunnus albacares
Thunnus obesus
Tomicodon chilensis
Tomicodon petersii
Torpedo peruana
Torpedo tremens
Trachinotus paitensis
Trachinotus rhodopus
Trachinotus stilbe
Trachurus murphyi
Trachyrincus helolepis
Trachyscorpia osheri
Triaenodon obesus
Triakis maculata
Trinectes fonsecensis
Tylosurus crocodilus
Tylosurus pacificus
Umbrina galapagorum
Uraspis helvola
Uraspis secunda
Uropterygius macrocephalus
Uropterygius polystictus
Uropterygius versutus
Xanthichthys caeruleolineatus
Xanthichthys mento
Xenichthys agassizii
Xenichthys xanti
Xenocys jessiae
Xenomugil thoburni
Xenomystax atrarius
Xiphias gladius
Xyrichtys victory
Zanclus cornutus
Zu cristatus
Amyris favis
Archilina papillosa
Archipelagoplana triplocirro
Austrorhynchus galapagoensis
Axine cypseluri
Bianium plicitum
Bradburia miraculicis
Byrsophlebs caligulachaena
Cainocreadium oscitans
Carcharodorhynchus arista
Carcharodorhynchus galapagoensis
Carcharodorhynchus longicirrus
Carenscoilia monostyla
Ceratopera axi
Ceratopera paragracilis
Cestoplana nexa
Cheliplana barringtonensis
Cheliplana pacifica
Choanodera caulolatili
Coagulescorhynchus virguladivina
Coitocaecum tropicum
Cryptocelis insularis
Cryptostiopera cornuta
Derogenes varicus
Djeziraia incana
Duplominona galapagoensis
Duplominona karlingi
Duplominona krameri
Duplominona sieversi
Elytrophallus mexicanus
Emprosthopharynx opisthoporus
Encotyllabe pagrosomi
Eucestoplana cuneata
Eulatocestus galapagensis
Euplanina horrida
Eutheama occidua
Galapagoplana bituba
Galapagorhynchus hoxholdi
Gyratrix hermaphroditus
Haloplanella conversa
Haloplanella semicircula santacruzensis
Haloplanella semicircula sancristobalensis
Haloplanella semicircula semicircula
Hamacreadium mutabile
Helicometra fasciata
Hirudinella ventricosa
Homalometron longisinosum
Kata galapagoensis
Kymocarens proxenetoides
Kymocarens tibialis
Lecithochirium microstomum
Lobatostoma pacificum
Macrorhynchus manusferrea
Macrostomum astericis
Macrostomum galloprovinciale
Macrostomum ideficis
Macrostomum majesticis
Macrostomum obelicis
Macrostomum prognosticis
Macrostomum troubadicus
Messoplana falcata valida
Minona fernandinensis
Monocelis galapagoensis
Monocelis oculifera
Mucroplana caelata
Myobulla dunata
Myobulla myobulla
Myozona aerumnosa
Myozona psila
Myozonaria ascia
Neobothriocephalus aspinosus
Neohexostoma euthynni
Neokytorhynchus pacificus
Orchidasma amphiorchis
Parachrorhynchus jondelii
Paraeurysorchis sarmientoi
Paramyozonaria riegeri
Paraplanocera oceanica
Pararhynchella fusca
Paromalostomum subflavum
Parotoplana turgida
Paulodora asymmetrica
Peraclistus stimula
Philophthalmus zalophi
Philosyrtis santacruzensis
Phonorhynchoides haegheni
Planocera tridentata
Polycystis ali galapagos
Polystyliphora darwini
Pratoplana ayorae
Promesostoma sartagine
Promesostoma tenebrosum
Prosorhynchus aculeatus
Prosorhynchus ozakii
Prosorhynchus pacificus
Prosthiostomum parvicelis
Pseudobiceros splendidus
Pseudocreadium scaphosomum
Ptychopera scutulifera
Pygmorhynchus pygmaeus
Rhipidocotyle adbaculum
Sabulirhynchus axi
Schikhobalotrema acutum
Schikhobalotrema pomacentri
Schizochilus bruneti
Schizochilus santacruzensis
Siccomacrostomum triviale
Stephanostomum casum
Stilivannuccia hastata
Tagia ecuadori
Trigonostomum setigerum
Tripyloplana virgae
Zeuxapta seriolae
Zonorchis meyeri
Cetiosaccus galapagensis
Davainea proglottina
Raillietina echinobothrida
Acarnus peruanus
Aplysilla sulfurea
Aplysina azteca
Auletta dendrophora
Chondrilla verrucosa
Cliona chilensis
Corallistes isabela
Desmacella vestibularis
Geodia media
Guitarra abbotti
Halicnemia diazae
Iophon lamella
Mycale (Carmia) cecilia
Myxilla (Myxilla) mexicensis
Neopetrosia similis
Oceanapia microtoxa
Penares apicospinatus
Penares foliaformis
Penares saccharis
Penares scabiosus
Phakellia hooperi
Plakina fragilis
Plakina microlobata
Plakina pacifica
Plakortis galapagensis
Poecillastra cribraria
Polymastia maeandria
Polymastia villosa
Quasillina translucida
Raspailia (Raspaxilla) galapagensis
Scalarispongia incognita
Scalarispongia similis
Sigmosceptrella hospitalis
Spongionella repens
Spongosorites smithae
Stelletta eduardoi
Tedania (Tedania) galapagensis
Tethya sarai
Tethya strongylata
Vulcanella tricornis
Aaroniella galapagensis
Archipsocus spinosus
Blaste uncinata
Caecilius antillanus
Caecilius distinctus
Caecilius insularum
Cerobasis lambda
Cerobasis recta
Cerobasis treptica
Echmepteryx aperta
Echmepteryx lunulata
Echmepteryx madagascariensis
Ectopsocus maindroni
Ectopsocus meridionalis
Ectopsocus richardsi
Embidopsocus pauliani
Embidopsocus thorntoni
Epipsocus campanulatus
Indiopsocus acraea
Indiopsocus dentata
Indiopsocus marta
Lachesilla aethiopica
Lachesilla castroi
Lepidopsocus maculatus
Lichenomima chelata
Liposcelis entomophila
Nepticulomima cavagnaroi
Pachytroctes achrosta
Peripsocus pauliani
Peripsocus potosi
Peripsocus stagnivagus
Pseudocaecilius citricola
Pseudocaecilius criniger
Pseudocaecilius tahitiensis
Psoquilla marginepunctata
Rhyopsocus orthatus
Soa flaviterminata
Soa reticulata
Tapinella francesca
Tapinella stenomedia
Adiantum concinnum
Adiantum henslovianum
Adiantum macrophyllum
Adiantum patens
Adiantum petiolatum
Adiantum tenerum
Adiantum villosum
Anogramma chaerophylla
Arachnoides denticulatata
Asplenium aethiopicum
Asplenium feei
Asplenium formosum var. carolinum
Asplenium otites
Asplenium pumilum
Asplenium serra var. imrayanum
Asplenium sulcatum
Azolla microphylla
Blechnum falciforme
Blechnum lehmannii
Blechnum polypodioides
Blechnum puberulum
Botrychium underwoodianum
Campyloneurum amphostenon
Campyloneurum angustifolium
Campyloneurum phyllitidis
Cheilanthes bonariensis
Cheilanthes microphylla
Cheilanthes myriophylla
Cheiroglossa palmata
Cochlidium serrulatum
Ctenitis microchlaena
Ctenitis sloanei
Cyathea weatherbyana
Dennstaedtia cicutaria
Dennstaedtia dissecta
Dennstaedtia globulifera
Dicranopteris flexuosa
Diplazium expansum
Diplazium subobtusum
Doryopteris concolor
Doryopteris pedata
Doryopteris pedata var. palmata
Dryopteris patula
Dryopteris wallichiana
Elaphoglossum engelii
Elaphoglossum glossophyllum
Elaphoglossum hassleri
Elaphoglossum hoffmannii
Elaphoglossum minutum
Elaphoglossum tenuiculum
Elaphoglossum yarumalense
Equisetum bogotense
Hemionitis palmata
Huperzia dichotoma
Huperzia galapagensis
Huperzia phylicifolia
Huperzia reflexa
Huperzia taxifolia
Hymenophyllum crispum
Hymenophyllum hirsutum
Hymenophyllum lehmannii
Hymenophyllum plumieri
Hypolepis hostilis
Lellingeria delitescens
Lycopodiella cernua
Lycopodium clavatum
Lycopodium thyoides
Macrothelypteris torresiana
Megalastrum pleiosoros
Mildella intramarginalis
Nephrolepis biserrata
Nephrolepis cordifolia cv. Duffi
Nephrolepis cordifolia
Nephrolepis exaltata cv. Norwoodii
Nephrolepis exaltata cv. Gretnae
Nephrolepis exaltata cv. Smithii
Nephrolepis exaltata cv. Verona
Nephrolepis pectinata
Nephrolepis pendula
Nephrolepis undulata
Notholaena galapagensis
Ophioglossum nudicaule
Ophioglossum reticulatum
Pecluma camptophyllaria
Pecluma dispersa
Pellaea sagittata
Phlebodium pseudoaureum
Pityrogramma calomelanos var. calomelanos
Pityrogramma calomelanos var. aureoflava
Pityrogramma ebenea
Pityrogramma tartarea var. aurata
Pityrogramma tartarea var. tartarea
Pleopeltis astrolepis
Pleopeltis macrocarpa
Pleopeltis polypodioides
Polypodium insularum
Polypodium steirolepis
Polypodium tridens
Polystichum muricatum
Polystichum orbiculatum
Polytaenium lineatum
Psilotum nudum
Pteridium aquilinum
Pteridium arachnoideum
Pteris ensiformis
Pteris quadriaurita
Rumohra adiantiformis
Selaginella oaxacana
Tectaria aequatoriensis
Thelypteris balbisii
Thelypteris cheilanthoides
Thelypteris conspersa
Thelypteris gardneriana
Thelypteris glandulosolanosa
Thelypteris grandis var. pallescens
Thelypteris hispidula
Thelypteris interrupta
Thelypteris invisa var. aequatorialis
Thelypteris linkiana
Thelypteris oligocarpa
Thelypteris pachyrhachis
Thelypteris patens var. smithiana
Thelypteris pavoniana
Thelypteris pilosula
Thelypteris poiteana
Thelypteris tetragona subsp. aberrans
Thelypteris tetragona
Thelypteris thomsonii
Thelypteris × rolandii
Trachypteris pinnata
Trichomanes montanum
Woodsia montevidensis
Ammothella dawsoni
Anoplodactylus robustus
Anoplodactylus torus
Ascorhynchus laterospinus
Eurycyde longisetosa
Pycnogonum hancocki
Rhynchothorax barnardi
Tanystylum distinctum
Tanystylum duospinum
Amblyrhynchus cristatus
Caretta caretta
Chelonia mydas
Chelonoidis abingdonii
Chelonoidis becki
Chelonoidis chathamensis
Chelonoidis darwini
Chelonoidis donfaustoi
Chelonoidis elephantopus
Chelonoidis ephippium
Chelonoidis guentheri
Chelonoidis hoodensis
Chelonoidis microphyes
Chelonoidis phantastica
Chelonoidis porteri
Chelonoidis vandenburghi
Chelonoidis vicina
Chelonoidis wallacei
Conolophus marthae
Conolophus pallidus
Conolophus subcristatus
Dermochelys coriacea
Eretmochelys imbricata
Gonatodes caudiscutatus
Hemidactylus frenatus
Hydrophis platurus
Iguana iguana
Lampropeltis micropholis
Lepidochelys olivacea
Lepidodactylus lugubris
Microlophus albemarlensis
Microlophus bivittatus
Microlophus delanonis
Microlophus duncanensis
Microlophus grayii
Microlophus habelii
Microlophus indefatigabilis
Microlophus jacobi
Microlophus pacificus
Phyllodactylus barringtonensis
Phyllodactylus baurii
Phyllodactylus darwini
Phyllodactylus galapagensis
Phyllodactylus gilberti
Phyllodactylus leei
Phyllodactylus reissii
Plestiodon inexpectatus
Podocnemis unifilis
Pseudalsophis biserialis
Pseudalsophis hoodensis
Pseudalsophis slevini
Pseudalsophis steindachneri
Trachemys scripta
Acrochaetium microscopicum
Acrosorium fragile
Acrosorium papenfussii
Agardhiella subulata
Ahnfeltia durvillei var. implicata
Ahnfeltia svensonii
Ahnfeltiopsis smithii
Alsidium pusillum
Amphiroa anceps
Amphiroa annulata
Amphiroa beauvoisii
Amphiroa compressa
Amphiroa crustiformis
Amphiroa dimorpha
Amphiroa galapagensis
Amphiroa peruana
Amphiroa polymorpha
Amphiroa rigida
Amphiroa valonioides
Amphiroa vanbosseae
Anotrichium tenue
Antithamnionella breviramosa
Archaeolithothamnion crosslandii
Ardreanema seriospora
Asparagopsis armata
Asparagopsis svedelii
Asparagopsis taxiformis
Austrofolium equatorianum
Austrofolium howellii
Bostrychia calliptera
Bostrychia radicans
Bostrychia simpliciuscula
Bostrychia tenella
Botryocladia pseudodichotoma
Botryocladia tenuissima
Bryopsis indica
Callithamnion ecuadoreanum
Callithamnion epiphyticum
Callithamnion rupicola
Callophyllis ligulata
Caloglossa leprieurii
Carpomitra costata
Carpopeltis bushiae
Catenella caespitosa
Centroceras clavulatum
Centroceras gasparrinii
Ceramium affine
Ceramium cimbricum
Ceramium clarionense
Ceramium hoodii
Ceramium howellii
Ceramium macilentum
Ceramium prostratum
Ceramium serpens
Ceramium templetonii
Chaetomorpha brachygona
Champia parvula
Chondracanthus acicularis
Chondracanthus tepidus
Chondria acrorhizophora
Chondria flexicaulis
Chondrus albemarlensis
Chondrus hancockii
Choreonema thuretii
Colaconema daviesii
Corallina officinalis var. chilensis
Corallina officinalis
Corallina pinnatifolia
Corallina vancouveriensis
Cryptonemia limensis
Cryptopleura crispa
Cryptopleura imbricata
Cryptopleura ruprechtiana
Cryptopleura violacea
Dichotomaria marginata
Dichotomaria obtusata var. major
Dichotomaria spathulata
Erythrotrichia carnea
Erythrotrichia polymorpha
Erythrotrichia reflexa
Fauchea galapagensis f. pygmaea
Galaxaura barbata
Galaxaura filamentosa
Gayliella flaccida
Gelidiella machrisiana
Gelidium crinale
Gelidium filicinum
Gelidium galapagense
Gelidium hancockii
Gelidium isabelae
Gelidium pusillum var. cylindricum
Gelidium pusillum
Gelidium pusillum var. pacificum
Gelidium sclerophyllum
Gloiocladia galapagensis
Gracilaria ecuadoreana
Gracilaria skottsbergii
Gracilaria subsecundata
Gracilaria textorii
Gracilariopsis panamensis
Grateloupia howeii
Grateloupia versicolor
Griffithsia pacifica
Gymnogongrus griffithsiae var. galapagensis
Gymnogongrus martinensis
Gymnothamnion elegans
Halichrysis irregularis
Halymenia santamariae
Herposiphonia secunda
Herposiphonia subdisticha
Herposiphonia tenella
Heterosiphonia crispella var. laxa
Heterosiphonia erecta
Hildenbrandia galapagensis
Hildenbrandia occidentalis
Hildenbrandia rubra
Hypnea pannosa
Hypnea spinella
Hypnea valentiae
Hypoglossum attenuatum var. abyssicolum
Jania capillacea
Jania ungulata
Kallymenia multiloba
Kallymenia setchellii
Laurencia ligulata
Laurencia mediocris
Laurencia obtusa
Laurencia oppositocladia
Leptocladia binghamiae
Lithophyllum alternans
Lithophyllum amplostratum
Lithophyllum complexum
Lithophyllum decussatum
Lithophyllum divaricatum
Lithophyllum frutescens f. galapagense
Lithophyllum intermedium
Lithophyllum moluccense var. geminostratum
Lithophyllum prototypum
Lithophyllum rileyi
Lithophyllum sancti-georgei
Lithophyllum veleroae
Lithothamnion cottonii
Lithothamnion phymatodeum
Lithothamnion pocillum
Melobesia accola
Melobesia galapagensis
Melobesia marginata
Melobesia membranacea
Mesophyllum laxum
Myriogramme kylinii
Neogoniolithon brassica-florida
Neogoniolithon frutescens var. galapagense
Neogoniolithon trichotomum
Nitophyllum divaricatum
Nitophyllum galapagense
Ochtodes crockeri
Osmundea sinicola
Palmaria palmata
Parviphycus tenuissimus
Peyssonnelia clarionensis
Peyssonnelia dubyi
Peyssonnelia mexicana
Peyssonnelia rubra
Peyssonnelia rubra var. rubra
Phycodrina elegans
Pleonosporium complanatum
Plocamium cartilagineum
Plocamium cartilagineum subsp. pacificum
Plocamium pacificum
Polysiphonia bifurcata
Polysiphonia decussata
Polysiphonia sertularioides
Prionitis abbreviata
Prionitis acroidalea
Prionitis albemarlensis
Prionitis galapagensis
Prionitis hancockii
Pterocladiella capillacea
Pterosiphonia paucicorticata
Pugetia latiloba
Rhodymenia californica
Rhodymenia dawsonii
Rhodymenia decumbens
Rhodymenia flabellifolia
Sarcodiotheca divaricata
Sarcodiotheca ecuadoreana
Sarcodiotheca furcata
Sarcodiotheca gaudichaudii
Sarcodiotheca tenuis
Schizymenia ecuadoreana
Sciadophycus stellatus
Scinaia complanata
Scinaia johnstoniae
Scinaia latifrons
Scinaia setchellii
Stenogramma interruptum
Taenioma perpusillum
Tiffaniella phycophila
Tiffaniella snyderae
Titanoderma pustulatum
Hanseniella caldaria
Adraneothrips tibialis
Allothrips megacephalus mexicanus
Androthrips ramachandrai
Antillothrips cingulatus
Arorathrips mexicanus
Baileyothrips limbatus
Bamboosiella cingulata
Bregmatothrips venustus
Caliothrips insularis
Caliothrips phaseoli
Caliothrips punctipennis
Carathrips rufescens
Chaetanaphothrips orchidii
Elixothrips brevisetis
Frankliniella bruneri
Frankliniella brunnea
Frankliniella citripes
Frankliniella insularis
Frankliniella occidentalis
Frankliniella rodeos
Frankliniella schultzei
Franklinothrips vespiformis
Gastrothrips harti
Gynaikothrips uzeli
Haplothrips gowdeyi
Haplothrips sonorensis
Heliothrips haemorrhoidalis
Hoplandrothrips symmetricus
Hoplothrips angusticeps
Karnyothrips caliginosus
Karnyothrips flavipes
Karnyothrips melaleucus
Karnyothrips sonorensis
Macrophthalmothrips helenae
Merothrips floridensis
Merothrips morgani
Neohydatothrips gracilipes
Neohydatothrips portoricensis
Neohydatothrips williamsi
Nesothrips lativentris
Plesiothrips brunneus
Plesiothrips perplexus
Pygmaeothrips angusticeps
Scirtothrips panamensis
Scolothrips pallidus
Scolothrips sexmaculatus
Scopaeothrips unicolor
Selenothrips rubrocinctus
Stephanothrips occidentalis
Strepterothrips floridanus
Thrips palmi
Thrips tabaci
Trachythrips astutus
Williamsiella morgani
Heterolepisma insulare
Heterolepisma intermedia
Nicoletia meinerti
Stylifera galapagoensis
Acartia levequei
Acrocalanus longicornis
Aequorea coerulescens
Agalma elegans
Aidanosagitta regularis
Ampithoe guaspare
Ampithoe plumulosa
Ampithoe pollex
Ampithoe ramondi
Ampithoe tahue
Ampithoe vacoregue
Apseudes galapagensis
Arenosetella germanica galapagoensis
Aurelia aurita
Calanus sinicus
Candacia catula
Candacia longimana
Candacia simplex
Canthocalanus pauper
Carinaria lamarckii
Carolinicola galapagoensis
Cavolinia globulosa
Cavolinia inflexa
Cavolinia tridentata
Centropages furcatus
